38.12781955,165.8364662
40.87781955,132.5864662
38.12781955,99.33646617
35.37781955,132.5864662
50.89473684,35.82236842
59.39473684,23.94736842
50.89473684,12.07236842
42.39473684,23.94736842
61.66454352,178.7693737
71.66454352,159.1443737
61.66454352,139.5193737
51.66454352,159.1443737
71.43902439,62.98170732
73.43902439,42.48170732
71.43902439,21.98170732
69.43902439,42.48170732
100.9854369,77.30825243
114.2354369,51.55825243
100.9854369,25.80825243
87.73543689,51.55825243
108.4761905,179.2867965
119.4761905,160.0367965
108.4761905,140.7867965
97.47619048,160.0367965
160.9811321,42.58018868
168.9811321,29.33018868
160.9811321,16.08018868
152.9811321,29.33018868
172.345098,107.1387255
180.095098,96.51372549
172.345098,85.88872549
164.595098,96.51372549
199.0873786,186.243932
222.0873786,173.368932
199.0873786,160.493932
176.0873786,173.368932
232.2222222,26.51388889
255.7222222,17.88888889
232.2222222,9.263888889
208.7222222,17.88888889
201.7517007,102.1853741
207.5017007,89.93537415
201.7517007,77.68537415
196.0017007,89.93537415
218.0342679,118.2472741
221.2842679,104.8722741
218.0342679,91.49727414
214.7842679,104.8722741
239.0931373,135
245.3431373,118
239.0931373,101
232.8431373,118
138,150
143,100
138,50
133,100
153.021097,170.3718354
155.521097,140.7468354
153.021097,111.1218354
150.521097,140.7468354
262.3533569,164.44096
268.3533569,129.06596
262.3533569,93.69095995
256.3533569,129.06596
16.5,150
24.75,100
16.5,50
8.25,100
287,150
293.5,100
287,50
280.5,100
38.12781955,132.5864662
50.89473684,23.94736842
61.66454352,159.1443737
71.43902439,42.48170732
100.9854369,51.55825243
108.4761905,160.0367965
160.9811321,29.33018868
172.345098,96.51372549
199.0873786,173.368932
232.2222222,17.88888889
201.7517007,89.93537415
218.0342679,104.8722741
239.0931373,118
138,100
153.021097,140.7468354
262.3533569,129.06596
16.5,100
287,100
